gene_family,study_id,paper_short,organism,n_unique_source_proteins,source_protein_keys,mapped_wp_accessions,representative_protein_names,evidence_metric_examples,mapping_methods,candidate_set,product,module_bin,fox_status,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,n_member_genomes,n_member_proteins,nif_or_nitrogenase_audit
GF_01928,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4040,WP_009543874.1,50S ribosomal protein L17,Two-way ANOVA p value nitrate=6.30357524050881e-06; Two-way ANOVA p value lightordark=0.424540042398798; Two-way ANOVA p value Interaction=0.451798758042533; D-_avgLFQ=30.526104927063; D+_avgLFQ=31.6800365447998; L-_avgLFQ=30.5343866348267; L+_avgLFQ=31.9512777328491; D-_D+(logFC)=-1.1539316177368022; L-_L+(logFC)=-1.4168910980224005,old_locus_tag,,,,,,,,,,
GF_01929,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3791,WP_011613167.1,Tery_3791 photosystem I protein PsaD [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=76.05; max=96.37@9h; min=60.4@11h; dynamic_range=35.97,old_locus_tag,,,,,,,,,,
GF_01929,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1341,WP_009544162.1,Photosystem I reaction center subunit II,Two-way ANOVA p value nitrate=7.61988422672274e-07; Two-way ANOVA p value lightordark=0.0036948468430014; Two-way ANOVA p value Interaction=0.574390503529144; D-_avgLFQ=32.591908454895; D+_avgLFQ=33.2014055252075; L-_avgLFQ=32.8021202087402; L+_avgLFQ=33.4921112060547; D-_D+(logFC)=-0.6094970703125; L-_L+(logFC)=-0.6899909973145029,old_locus_tag,,,,,,,,,,
GF_01929,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_2988,WP_013323038.1,ref|YP_003888220.1| photosystem I protein PsaD [Cyanothece sp. PCC 7822],CT_D0=1.08515834953267; CT_D3=1.176365; CT_L0=1.32640998160526; CT_L3=1.53166219641561,old_locus_tag,,,,,,,,,,
GF_01930,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4937,WP_011614147.1,"Tery_4937 rpaA two component transcriptional regulator, winged helix family [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=23.59; max=34.53@15h; min=16.06@12h; dynamic_range=18.47,old_locus_tag,Model-Supported,response regulator transcription factor,Regulation,Novel/uncertain candidate,41.0,0.7723285486443381,0.5675675675675675,148,148,False
GF_01930,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F3659,WP_012410020.1,OmpR; Protein-glutamate methylesterase.,Log2 Ratio (Heterocyst/Filaments)=1.1917842688007907; Variability [%]=4.88066451218411; Peptide Pair Count=2;4,old_locus_tag,Model-Supported,response regulator transcription factor,Regulation,Novel/uncertain candidate,41.0,0.7723285486443381,0.5675675675675675,148,148,False
GF_01945,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0954,WP_011610732.1,"Tery_0954 ycf27 two component transcriptional regulator, winged helix family [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=37.08; max=45.88@0h; min=30.62@9h; dynamic_range=15.26,old_locus_tag,Model-Supported,response regulator transcription factor RpaB,Regulation,Novel/uncertain candidate,509.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_01945,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4002,WP_009543907.1,Two-component response regulator,Two-way ANOVA p value nitrate=0.25884684260509; Two-way ANOVA p value lightordark=0.75978814853155; Two-way ANOVA p value Interaction=0.408276561489229; D-_avgLFQ=28.2580428123474; D+_avgLFQ=28.0501718521118; L-_avgLFQ=28.1389780044556; L+_avgLFQ=28.1055545806885; D-_D+(logFC)=0.2078709602356028; L-_L+(logFC)=0.03342342376709695,old_locus_tag,Model-Supported,response regulator transcription factor RpaB,Regulation,Novel/uncertain candidate,509.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_01945,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0012,WP_013320176.1,ref|YP_003885341.1| winged helix family two component transcriptional regulator [Cyanothece sp. PCC 7822],CT_D0=1.49555032953267; CT_D3=1.326970586; CT_L0=1.20413823560526; CT_L3=1.09293637541561,old_locus_tag,Model-Supported,response regulator transcription factor RpaB,Regulation,Novel/uncertain candidate,509.0,0.0466507177033492,0.2629107981220657,426,426,False
GF_02041,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3025,WP_009547669.1,Phosphomethylpyrimidine synthase,Two-way ANOVA p value nitrate=0.171707253397071; Two-way ANOVA p value lightordark=0.00240797537368678; Two-way ANOVA p value Interaction=0.446669658330333; D-_avgLFQ=26.8621416091919; D+_avgLFQ=26.5010261535645; L-_avgLFQ=26.1184430122375; L+_avgLFQ=26.0109629631042; D-_D+(logFC)=0.3611154556274023; L-_L+(logFC)=0.10748004913330078,old_locus_tag,,,,,,,,,,
GF_02069,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F3883,WP_012410238.1,EF-G; Translation elongation factor G:Sm,Log2 Ratio (Heterocyst/Filaments)=-1.2473511416076999; Variability [%]=8.28055981726368; Peptide Pair Count=8;15 | 24h Log2 Ratio (Het/Fil) (Present study)=-1.2473511416076999; Variability [%]=8.28055981726368; Peptide Pair Count=8;15; Steady state Log2 ratio [7]=-1.2465516528226221,old_locus_tag,Model-Supported,elongation factor G,Other / unassigned,Novel/uncertain candidate,11.0,0.8596491228070176,0.6909090909090909,110,110,False
GF_02070,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2745,WP_011612290.1,Tery_2745 hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=11.22; max=15.79@20h; min=7.77@15h; dynamic_range=8.017,old_locus_tag,,,,,,,,,,
GF_02070,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_2408,WP_024750312.1,DNA recombination-mediator protein A,Two-way ANOVA p value nitrate=0.000147702222736142; Two-way ANOVA p value lightordark=0.0194862459897999; Two-way ANOVA p value Interaction=0.836151417036714; D-_avgLFQ=29.3550672531128; D+_avgLFQ=28.4994678497314; L-_avgLFQ=28.9158067703247; L+_avgLFQ=28.1240954399109; D-_D+(logFC)=0.855599403381401; L-_L+(logFC)=0.7917113304138006,old_locus_tag,,,,,,,,,,
GF_02070,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5274,WP_013325193.1,ref|YP_003890430.1| hypothetical protein Cyan7822_5274 [Cyanothece sp. PCC 7822],CT_D0=1.33396226353267; CT_D3=1.486089815; CT_L0=1.11460136360526; CT_L3=1.18494208541561,old_locus_tag,,,,,,,,,,
GF_02071,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1822,WP_009545635.1,S-adenosylmethionine synthase,Two-way ANOVA p value nitrate=1.04432608176457e-08; Two-way ANOVA p value lightordark=0.64379477786267; Two-way ANOVA p value Interaction=0.253073916896866; D-_avgLFQ=28.0493273735046; D+_avgLFQ=29.9206666946411; L-_avgLFQ=27.7996253967285; L+_avgLFQ=30.0289444923401; D-_D+(logFC)=-1.8713393211364995; L-_L+(logFC)=-2.229319095611597,old_locus_tag,Model-Supported,methionine adenosyltransferase,Other / unassigned,Novel/uncertain candidate,3.0,0.8991228070175439,0.822429906542056,107,107,False
GF_02075,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0217,WP_009546714.1,30S ribosomal protein S4,Two-way ANOVA p value nitrate=3.60390845862039e-06; Two-way ANOVA p value lightordark=0.203893056201603; Two-way ANOVA p value Interaction=0.379353624173582; D-_avgLFQ=28.5576286315918; D+_avgLFQ=29.270350933075; L-_avgLFQ=28.6007690429688; L+_avgLFQ=29.4962129592896; D-_D+(logFC)=-0.7127223014832005; L-_L+(logFC)=-0.8954439163208008,old_locus_tag,Model-Supported,30S ribosomal protein S4,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),14.0,0.7982456140350878,0.4266666666666667,225,225,False
GF_02075,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R1720,WP_012408407.1,rpsD; Ribosomal protein S4; bacterial an,Log2 Ratio (Heterocyst/Filaments)=0.5010305143267323; Variability [%]=28.5026762352412; Peptide Pair Count=3;4 | 24h Log2 Ratio (Het/Fil) (Present study)=0.5010305143267323; Variability [%]=28.5026762352412; Peptide Pair Count=3;4; Steady state Log2 ratio [7]=-1.3377199123392445,old_locus_tag,Model-Supported,30S ribosomal protein S4,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),14.0,0.7982456140350878,0.4266666666666667,225,225,False
GF_02075,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4234,WP_013324215.1,ref|YP_003889427.1| 30S ribosomal protein S4 [Cyanothece sp. PCC 7822],CT_D0=1.18231588353267; CT_D3=1.296510034; CT_L0=1.41208375860526; CT_L3=1.22868585141561,old_locus_tag,Model-Supported,30S ribosomal protein S4,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),14.0,0.7982456140350878,0.4266666666666667,225,225,False
GF_02084,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0916,WP_011610706.1,Tery_0916 ferredoxin (2Fe-2S) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=5.131; max=7.77@15h; min=2.236@14h; dynamic_range=5.535,old_locus_tag,,,,,,,,,,
GF_02084,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_0089,WP_013320251.1,ref|YP_003885416.1| ferredoxin (2Fe-2S) [Cyanothece sp. PCC 7822],CT_D0=1.14844140953267; CT_D3=1.398494854; CT_L0=1.53856730260526; CT_L3=1.03409196141561,old_locus_tag,,,,,,,,,,
GF_02085,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3651,WP_009545190.1,Peptide transport system permease protein,Two-way ANOVA p value nitrate=0.234827394722041; Two-way ANOVA p value lightordark=0.935667401101129; Two-way ANOVA p value Interaction=0.743226875261877; D-_avgLFQ=24.4637603759766; D+_avgLFQ=24.9488892555237; L-_avgLFQ=24.5915107727051; L+_avgLFQ=24.8715605735779; D-_D+(logFC)=-0.4851288795470978; L-_L+(logFC)=-0.2800498008727992,old_locus_tag,,,,,,,,,,
GF_02086,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_3718,WP_013323723.1,ref|YP_003888929.1| ATP-dependent metalloprotease FtsH [Cyanothece sp. PCC 7822],CT_D0=1.10724392253267; CT_D3=1.210494229; CT_L0=1.38131356660526; CT_L3=1.42054380941561,old_locus_tag,,,,,,,,,,
GF_02088,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4580,WP_044137005.1,Tery_4580 ycf3 Tetratricopeptide TPR_2 [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=2.879; max=5.703@6h; min=0@1h; dynamic_range=5.703,old_locus_tag,,,,,,,,,,
GF_02089,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_0659,WP_196797287.1,Tery_0659 ndhD1 NADH dehydrogenase subunit M (EC 1.6.5.3) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=9.315; max=13.85@18h; min=5.841@12h; dynamic_range=8.013,old_locus_tag,Model-Supported,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit D1,Respiration & bioenergetics,FOX-consistent support function (plausible rediscovery),180.0,0.4449760765550239,0.4298245614035088,228,228,False
GF_02091,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F0997,WP_012407750.1,Fur; Ferric-uptake regulator,Log2 Ratio (Heterocyst/Filaments)=0.4140106202009393; Variability [%]=35.600401911756; Peptide Pair Count=1;4,old_locus_tag,Model-Supported,Fur family transcriptional regulator,Regulation,Novel/uncertain candidate,33.0,0.5474481658692185,0.717948717948718,117,117,False
GF_02092,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_3054,WP_013323102.1,ref|YP_003888284.1| bacteriochlorophyll/chlorophyll synthetase [Cyanothece sp. PCC 7822],CT_D0=1.34740528653267; CT_D3=1.384947452; CT_L0=1.05261578060526; CT_L3=1.33462700841561,old_locus_tag,Model-Supported,chlorophyll synthase ChlG,Other / unassigned,Novel/uncertain candidate,240.0,0.4525518341307815,0.2934782608695652,92,92,False
GF_02093,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_1541,WP_011611198.1,Tery_1541 pnp Polyribonucleotide nucleotidyltransferase [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=204.2; max=329.7@14h; min=115.3@12h; dynamic_range=214.4,old_locus_tag,Model-Supported,polyribonucleotide nucleotidyltransferase,Other / unassigned,Novel/uncertain candidate,42.0,0.7468102073365231,0.7747747747747747,111,111,False
GF_02093,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R3625,WP_012409992.1,Pnp; Polyribonucleotide nucleotidyltrans,Log2 Ratio (Heterocyst/Filaments)=-0.9186913561915456; Variability [%]=26.150756860399; Peptide Pair Count=9;11 | 24h Log2 Ratio (Het/Fil) (Present study)=-0.9186913561915456; Variability [%]=26.150756860399; Peptide Pair Count=9;11; Steady state Log2 ratio [7]=0.966964928749382,old_locus_tag,Model-Supported,polyribonucleotide nucleotidyltransferase,Other / unassigned,Novel/uncertain candidate,42.0,0.7468102073365231,0.7747747747747747,111,111,False
GF_02103,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F2927,WP_012409449.1,purC; SAICAR synthetase,Log2 Ratio (Heterocyst/Filaments)=-0.7202068150619145; Variability [%]=5.73192127658318; Peptide Pair Count=5;3 | Log2 Ratio (Heterocyst/Filaments)=-0.7202068150619145; Variability [%]=5.73192127658318; Peptide Pair Count=5;3,old_locus_tag,Highly Pure,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Other / unassigned,Novel/uncertain candidate,,,0.9824561403508772,57,57,False
GF_02105,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F5989,WP_012412220.1,lysA; Diaminopimelate decarboxylase,Log2 Ratio (Heterocyst/Filaments)=-1.928960531581178; Variability [%]=2.60409023827264; Peptide Pair Count=1;2 | 24h Log2 Ratio (Het/Fil) (Present study)=-1.928960531581178; Variability [%]=2.60409023827264; Peptide Pair Count=1;2; Steady state Log2 ratio [7]=-1.7664498036188274,old_locus_tag,Highly Pure,diaminopimelate decarboxylase,Other / unassigned,Novel/uncertain candidate,,,0.9824561403508772,57,57,False
GF_02106,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0092,WP_012406922.1,"metG Methionyl-tRNA synthetase, class Ia, T",Log2 Ratio (Heterocyst/Filaments)=-1.982772051226509; Variability [%]=10.0913041066641; Peptide Pair Count=5;2,old_locus_tag,Highly Pure,methionine--tRNA ligase,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,0.9838709677419356,62,62,False
GF_02107,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0847,WP_012407607.1,dapA; Dihydrodipicolinate synthase subfa,Log2 Ratio (Heterocyst/Filaments)=-2.408487610170308; Variability [%]=20.3861483045076; Peptide Pair Count=3;4,old_locus_tag,Highly Pure,4-hydroxy-tetrahydrodipicolinate synthase,Other / unassigned,Novel/uncertain candidate,,,0.9814814814814816,54,54,False
GF_02109,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_3896,WP_013323895.1,ref|YP_003889102.1| phycocyanin subunit alpha [Cyanothece sp. PCC 7822],CT_D0=1.15366744453267; CT_D3=1.301459739; CT_L0=1.65618861160526; CT_L3=1.00827973241561,old_locus_tag,Model-Supported,phycocyanin subunit alpha,Other / unassigned,Novel/uncertain candidate,144.0,0.7384370015948963,0.8571428571428571,42,42,False
GF_02113,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R0132,WP_012406961.1,QcrA; Plastoquinol--plastocyanin reducta,Log2 Ratio (Heterocyst/Filaments)=0.5123338078794495; Variability [%]=16.1301123409207; Peptide Pair Count=3;6 | Log2 Ratio (Heterocyst/Filaments)=0.5123338078794495; Variability [%]=16.1301123409207; Peptide Pair Count=3;6,old_locus_tag,Model-Supported,cytochrome b6-f complex iron-sulfur subunit,Metallocluster & Fe-S biogenesis,FOX-consistent support function (plausible rediscovery),69.0,0.3389154704944178,0.7906976744186046,86,86,False
GF_02124,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F1087,WP_012407834.1,pheTb; Bacterial phenylalanyl-tRNA synth,Log2 Ratio (Heterocyst/Filaments)=-0.7677547262686126; Variability [%]=17.7923626943349; Peptide Pair Count=4;2 | Log2 Ratio (Heterocyst/Filaments)=-0.7677547262686126; Variability [%]=17.7923626943349; Peptide Pair Count=4;2,old_locus_tag,Highly Pure,phenylalanine--tRNA ligase subunit beta,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,0.9824561403508772,57,57,False
GF_02128,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4201,WP_012410543.1,RbcS; AAA ATPase; central region (RuBisCO activase),Log2 Ratio (Heterocyst/Filaments)=-0.5555391277116343; Variability [%]=73.0848842312173; Peptide Pair Count=2;2 | 24h Log2 Ratio (Het/Fil) (Present study)=-0.5555391277116343; Variability [%]=73.0848842312173; Peptide Pair Count=2;2; Steady state Log2 ratio [7]=-0.7348456175500316,old_locus_tag,Highly Pure,ribulose bisphosphate carboxylase small subunit,Other / unassigned,Novel/uncertain candidate,,,0.9807692307692308,52,52,False
GF_02130,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4322,WP_011613642.1,Tery_4322 alr4839 protein of unknown function DUF88 [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=5.435; max=9.125@6h; min=2.929@0h; dynamic_range=6.196,old_locus_tag,Model-Supported,NYN domain-containing protein,Other / unassigned,Novel/uncertain candidate,102.0,0.6124401913875598,0.4655172413793103,232,232,False
GF_02130,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3317,WP_009545507.1,NYN domain-containing protein,Two-way ANOVA p value nitrate=0.00014028433846013; Two-way ANOVA p value lightordark=0.808188172749955; Two-way ANOVA p value Interaction=0.140112033233148; D-_avgLFQ=26.4167761802673; D+_avgLFQ=26.8042197227478; L-_avgLFQ=26.2845425605774; L+_avgLFQ=26.9857401847839; D-_D+(logFC)=-0.3874435424805007; L-_L+(logFC)=-0.7011976242065003,old_locus_tag,Model-Supported,NYN domain-containing protein,Other / unassigned,Novel/uncertain candidate,102.0,0.6124401913875598,0.4655172413793103,232,232,False
GF_02131,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4685,WP_011613966.1,"Tery_4685 cob(I)yrinic acid a,c-diamide adenosyltransferase (EC 2.5.1.17) [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=22.01; max=32.5@20h; min=17.11@6h; dynamic_range=15.39,old_locus_tag,Model-Supported,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,Other / unassigned,Novel/uncertain candidate,357.0,0.2703349282296651,0.546583850931677,161,161,False
GF_02134,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3523,WP_009545310.1,BMC domain-containing protein,Two-way ANOVA p value nitrate=0.00508755489851119; Two-way ANOVA p value lightordark=0.458840343161221; Two-way ANOVA p value Interaction=0.237246875636293; D-_avgLFQ=24.1387186050415; D+_avgLFQ=22.8969912528992; L-_avgLFQ=25.2858781814575; L+_avgLFQ=22.6237335205078; D-_D+(logFC)=1.241727352142302; L-_L+(logFC)=2.6621446609497035,old_locus_tag,,,,,,,,,,
GF_02136,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_1578,WP_011611234.1,"Tery_1578 ndhI NADH-plastoquinone oxidoreductase, I subunit [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=23.04; max=34.96@4h; min=16.98@13h; dynamic_range=17.98,old_locus_tag,Model-Supported,NAD(P)H-quinone oxidoreductase subunit I,Other / unassigned,Novel/uncertain candidate,545.0,0.0996810207336523,0.4131274131274131,259,259,False
